Nombre_Empresa,Id_Empleo,Ciudad,Categoria,Sueldo,Publicado,Vencimiento,Descripcion,Nombre_cargo,Enlace
INMEDENT S.R.L.,703549,"La Paz, Bolivia","Administración y Oficina,Contabilidad y Economía ",Dependiendo de la Experiencia ,04 Febrero 2019,06 Marzo 2019,inmedent srl importadora de insumos medicos ubicada en miraflores requiere contadorsede la paz vacantes 1 requisitos titulado de contaduria publica contador general o auditoria  conocimiento de disposiciones legales vigentes en materia financiera impositiva y laboral  experiencia en contabilidad de costos manejo de sistemas contables  experiencia minima de 2 anos manejo avanzado en ms officecompetencias vision y pensamiento estrategico orientacion a resultadosse ofreceremuneracion fija y beneficios socialeslas personas interesadas favor enviar su cv con foto actualizada carta de presentacion y pretension salarial por trabajopolisbo,Contador(a) - La Paz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/703549/Contador(a)---La-Paz.html?searchId=1546400657&page=1
INMEDENT S.R.L.,703565,"La Paz, Bolivia","Atención al Cliente,Marketing y Ventas ",De Bs. 3.000 a Bs. 3.999 ,04 Febrero 2019,06 Marzo 2019,inmedent srl importadora de insumos medicos ubicada en miraflores requiere incorporar a su equipo de trabajo ejecutivo de ventassede la paz vacantes 3 requisitos titulado o egresado en marketing y ventas ingenieria comercial o ramas afines de preferencia dominio de estrategia y tecnicas en ventas buena expresion oral y atencion al cliente experiencia minima de 2 anos en ventas trato y negociacion directa con clientes  experiencia especifica en ventas de insumos medicos yo sector salud de preferencia capacidad de trabajo en equipo orientado al logro de resultados y objetivos conocimiento de las zonas de la ciudad de la paz y el alto se ofrecesueldo fijo  bonoslas personas interesadas favor enviar su curriculum vitae carta de presentacion y pretension salarial por trabajopolisbo,Ejecutivo(a) de Ventas - La Paz,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/703565/Ejecutivo(a)-de-Ventas---La-Paz.html?searchId=1546400657&page=1
Grupo Paz,703264,"Santa Cruz de la Sierra, Bolivia",Marketing y Ventas ,No Declarado ,04 Febrero 2019,06 Marzo 2019,si eres una persona dinamica comprometida y te gustan los retos este trabajo es para ti asesores de ventasrequisitos estudiantes egresados o titulados de las carreras de ing comercial administracion de empresas marketing comunicacion social financieras entre otros experiencia minima de 1 ano trabajando en ventas disponibilidad de trabajo en campocompetencias agresividad comercial orientacion al cliente trabajo en equipose ofrece remuneracion fija ademas de captar mayores ingresos por comision capacitacion continua desarrollo profesional beneficios sociales buen ambiente laboral las personas interesadas que cumplan con el perfil enviar su hoja de vida indicando su pretension salarial por trabajopolisbo,Asesores(as) de Ventas,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/703264/Asesores(as)-de-Ventas.html?searchId=1546400657&page=1
Tropical Tours,716588,"La Paz, Bolivia","Atención al Cliente,Turismo y Hotelería ",No Declarado ,04 Febrero 2019,06 Marzo 2019,auxiliar de viajes aeropuertoobjetivo del cargorealizar gestion de venta atencion al cliente en oficina de aeropuerto el altorequisitos del puesto licenciatura en administracion en turismo ingenieria comercial o ramas afines conocimiento del sistema amadeus  experiencia laboral de 1 ano conocimiento de microsoft office experiencia en ventas atencion al cliente disponibilidad horario completo valoramos capacidad de trabajar bajo presion alta proactividad alta orientacion en calidad de servicio ofrecemos posibilidad de pertenecer a la empresa lider en el rubro capacitacion constante oportunidades de crecimiento buen ambiente y estabilidad laboral  las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Auxiliar de Viajes Aeropuerto,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/716588/Auxiliar-de-Viajes-Aeropuerto.html?searchId=1546400657&page=1
Conecta,716589,"Santa Cruz de la Sierra, Bolivia","Atención al Cliente,Marketing y Ventas ",No Declarado ,04 Febrero 2019,06 Marzo 2019,conecta empresa miembro del grupo nacional vida desea incorporar a su equipo de trabajo un profesional para ocupar el siguiente cargo operador de call center objetivo del cargobrindar informacion a los clientes sobre consultas solicitudes y reclamos generando experiencias positivas y oportunidades de ventas perfil profesional estudiante a nivel universitario o tecnico de carreras administrativas comerciales humanisticas o ramas afines experiencia minima de 6 meses en atencion al cliente call center  ventas yo manejo de reclamos manejo de microsoft office nivel intermedio orientacion a resultados orientacion al cliente interno y externo iniciativa negociacion y adaptabilidad al cambio disponibilidad para trabajar tiempo completo de lunes a sabado y en horario rotativo principales funciones ejecutar las transacciones solicitadas por el cliente que esten acorde a las politicas establecidas ofertar promociones o productos de acuerdo a las necesidades del cliente brindar un asesoramiento adecuado al cliente conforme a los objetivos de calidad y satisfaccion ofrecemos salario basico mas comisiones beneficios de ley oportunidad de crecimiento profesional  las personas interesadas postularse enviando su curriculum vitae y pretension salarial por trabajopolisbo,Operador(a) de Call Center,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/716589/Operador(a)-de-Call-Center.html?searchId=1546400657&page=1
LABORATORIOS LAFAR S.A,716586,"El Alto, Bolivia",Otros ,No Declarado ,04 Febrero 2019,06 Marzo 2019,asistente de aseguramiento de calidad y validacionesformacionlic en quimica farmaceutica o bioquimica y farmacia experiencia y conocimientos un  ano de experiencia de trabajo en cargos de igual responsabilidad experiencia laboral en el area de aseguramiento de calidad  experiencia en la validacion de procesos productivos experiencia en la validacion de procesos de limpieza experiencia en la calificacion de maquinas y equipos  solidos conocimientos del proceso productivo farmaceutico  solidos conocimientos en buenas practicas de manufactura  e iso 9001competencias atencion a los detalles trabajo organizado y metodico capacidad de coordinacion seguimiento las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Asistente de Aseguramiento de Calidad y Validaciones,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/716586/Asistente-de-Aseguramiento-de-Calidad-y-Validaciones.html?searchId=1546400657&page=1
Empresa de Servicios a Nivel Nacional,716565,"Potosí, Bolivia","Administración y Oficina,Atención al Cliente ",No Declarado ,04 Febrero 2019,06 Marzo 2019,grupo empresarial a nivel nacional busca incorporar a su equipo de trabajo una persona para el area deatencion al clientesede potosirequisitos y experiencia formacion en carreras de administracion de empresas ing comercial o ramas afines experiencia probada en atencion minimo de 2 anos buenas habilidades de relacionamiento interpersonal y comunicacion experiencia minima de un ano en el rubro financiero persona de trato cordial y buena presentacion personalconocimientos especificos manejo de microsoft office word excel powerpoint conocimiento de outlookcompetencias orientacion de servicio al cliente proactividad y resolucion de conflictos capacidad de aprendizaje tolerancia al trabajo bajo presion alto sentido de responsabilidad y honestidadofrecemos buen ambiente laboral capacitacion oportunidad de crecimiento profesionallas personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Atención al Cliente - Potosí,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/716565/Atención-al-Cliente---Potosí.html?searchId=1546400657&page=1
iBolsa Sociedad de Titularizacion S.A.,716333,"La Paz, Bolivia",Informática ,No Declarado ,04 Febrero 2019,06 Marzo 2019,oficial de seguridad informatica requisitos profesional en ingenieria de sistemas o ramas relacionadas  minimo 3 anos de experiencia en el area  contar con solidos conocimientos sobre la normativa del mercado de valores en asfi  certificacion en seguridad de la informacion  conocimiento en sistemas operativos telecomunicaciones desarrollo de sistemas y base de datos  se ponderara positivamente buen manejo de la palabra analisis responsabilidad actitud proactiva trabajo en equipo buen desempeno bajo presion buenas relaciones publicas e interpersonales las personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Oficial de Seguridad Informática,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/716333/Oficial-de-Seguridad-Informática.html?searchId=1546400657&page=1
Honda Autobol,716466,"Santa Cruz de la Sierra, Bolivia","Administración y Oficina,Atención al Cliente ",No Declarado ,04 Febrero 2019,06 Marzo 2019,marca lider a nivel mundial desea incorporar a su equipo de trabajo para desempenar el cargo deadministrador de unidad  servicio tecnicoperfil del cargo formacion en areas de administracion de empresas ingenieria comercial contabilidad o ramas afines experiencia en el area comercial experiencia minima de 3 anos en posiciones similares manejo de office a nivel avanzado y programas contables preferentemente tr4 conocimiento del idioma ingles experiencia en el manejo de personal experiencia en atencion al clientecompetencias conocimiento del rubro y mercado automotriz ser dinamico proactivo con iniciativa propia liderazgo y trabajo en equipo negociacion y orientacion a resultados habilidades comerciales y vision estrategica capacidad de trabajo bajo presion se requiere empatia y orientacion a satisfaccion de clienteslas personas interesadas que cumplan con el perfil podran remitir su curriculum vitae indicando su pretension salarial por trabajopolisbo,Administrador(a) de Unidad - Servicio Técnico,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/716466/Administrador(a)-de-Unidad---Servicio-Técnico.html?searchId=1546400657&page=1
MARKAS S.R.L.,706161,"Santa Cruz de la Sierra, Bolivia","Administración y Oficina,Marketing y Ventas ",No Declarado ,04 Febrero 2019,06 Marzo 2019,empresa lider en la comercializacion de productos electronicos y para el hogar busca incorporar a su equipo de trabajo product manager  su misiongestionar las lineas de productos que la empresa comercializa con el objetivo principal de conseguir la maxima rentabilidad y beneficio a traves de las ventas ademas de desarrollar la comunicacion de la marca la estrategia del producto la planificacion de lanzamientos las acciones y el seguimiento de los resultados obtenidos en resumen se encarga de las 4p principales producto precio plaza y promocion su formacion profesional titulado en ingenieria comercial marketing y publicidad administracion de empresas o ramas afines con experiencia previa mayor a 3 anos en puestos similares  y de preferencia en empresas comerciales de distribucion o de retail  sus conocimientoscon solidos conocimientos en planificacion estrategica y gestion comercial operativa de productos manejo de proyecciones e indicadores de ventas marketing estrategico fidelizacion de cartera posicionamiento de marca elaboracion de campanas promocionales estrategias de merchandising conocimiento del mercado nacional y de sistemas de distribucion sus competencias habil para planificar para comunicarse coordinar y gestionar acciones dinamico y muy orientado al logro de objetivos disponibilidad para incorporarse con inmediatez ofrecemos estabilidad laboral ambiente de trabajo agradable oportunidad de crecimiento profesional y capacitaciones  los interesados favor adjuntar su hoja de vida con pretension salarial  por trabajopolisbo,Product Manager,https://www.trabajopolis.bo/oferta-de-trabajo-y-empleo-en-bolivia/706161/Product-Manager.html?searchId=1546400657&page=1
